balcony,price,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status
Yes,109500,2,Yes,Jungmannova,46,Yes,petrzalka,other,panel,old
No,69000,1,Yes,Bieloruská,33,Yes,podunajske_biskupice,bottom,panel,refurbished
Yes,144600,2,No,Solivarská,55,No,ruzinov,other,brick,refurbished
Yes,125000,3,Yes,Ševčenkova,70,Yes,petrzalka,other,panel,refurbished
Yes,121600,3,Yes,Vŕbová,70,Yes,vrakuna,other,panel,partial_refurbishment
Yes,121600,3,Yes,Rovniankova,68,Yes,petrzalka,other,panel,refurbished
No,77000,1,Yes,Saratovská,41,Yes,dubravka,other,panel,partial_refurbishment
Yes,143000,2,No,Solivarská,55,No,ruzinov,other,brick,refurbished
No,142990,2,Yes,Jelenia,35,Yes,stare_mesto,other,brick,refurbished
Yes,127800,4,Yes,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
Yes,125000,3,No,Mlynarovičova,70,Yes,petrzalka,other,panel,partial_refurbishment
Yes,149000,3,Yes,Šalviová,70,Yes,ruzinov,other,panel,partial_refurbishment
Yes,88400,1,No,Antolská,37,Yes,petrzalka,other,brick,refurbished
No,163000,2,No,Šancová,80,No,nove_mesto,other,brick,partial_refurbishment
Yes,125800,4,Yes,Hornádska,83,Yes,podunajske_biskupice,other,panel,refurbished
Yes,143000,2,No,Solivarská,56,No,ruzinov,other,brick,refurbished
Yes,83000,2,Yes,Stavbárska,56,Yes,vrakuna,other,panel,refurbished
No,153000,3,Yes,Mestská,56,No,nove_mesto,top,brick,refurbished
No,138000,2,Yes,Miletičova,64,No,ruzinov,rest,brick,partial_refurbishment
Yes,125800,4,No,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
No,185000,3,No,Haburská,82,Yes,ruzinov,other,panel,partial_refurbishment
Yes,110000,2,Yes,Čiližská,67,Yes,vrakuna,other,panel,partial_refurbishment
Yes,105000,3,Yes,Rajecká,69,Yes,vrakuna,other,panel,partial_refurbishment
Yes,102000,3,Yes,Korytnická,72,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment
No,120000,4,No,Borodáčova,66,No,ruzinov,rest,brick,old
Yes,114000,2,Yes,Vietnamská,55,Yes,ruzinov,bottom,brick,partial_refurbishment
No,99500,3,No,Tomanova,47,No,vajnory,top,brick,refurbished
Yes,127800,4,No,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
Yes,79750,1,Yes,Račianska,28,Yes,nove_mesto,other,brick,refurbished
Yes,103000,1,No,Doležalova,55,Yes,ruzinov,bottom,brick,refurbished
Yes,146772,2,No,Pekná cesta,53,Yes,raca,other,brick,refurbished
Yes,299470,3,No,Pekná cesta,87,Yes,raca,other,brick,refurbished
Yes,89452,1,No,Pekná cesta,32,Yes,raca,other,brick,refurbished
No,108900,2,Yes,Galbavého,55,Yes,dubravka,other,panel,refurbished
Yes,84500,1,No,Československých parašutistov,36,Yes,nove_mesto,other,panel,refurbished
Yes,127800,4,Yes,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
Yes,135000,3,Yes,Vígľašská,78,Yes,petrzalka,other,panel,partial_refurbishment
No,105000,1,No,29 augusta,35,No,stare_mesto,top,brick,refurbished
Yes,123000,2,Yes,Solivarská,55,No,ruzinov,top,brick,old
Yes,105000,1.5,No,Vígľašská,46,Yes,petrzalka,other,panel,refurbished
No,117900,3,Yes,Drobného,60,Yes,dubravka,rest,panel,refurbished
Yes,210000,3,No,Horská,102,Yes,nove_mesto,bottom,brick,refurbished
Yes,119000,2,Yes,Škultétyho,46,Yes,nove_mesto,other,brick,partial_refurbishment
Yes,127400,4,Yes,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
No,149900,2,Yes,Wilsonova,51,No,stare_mesto,other,brick,refurbished
Yes,198000,4,Yes,Legionárska,103,No,stare_mesto,other,brick,old
No,71900,1,Yes,Bieloruská,34,Yes,podunajske_biskupice,bottom,panel,refurbished
Yes,78900,1,Yes,Ľuda Zúbka,31,Yes,dubravka,bottom,panel,partial_refurbishment
No,70000,1,No,Čiližská,42,Yes,vrakuna,other,panel,old
Yes,125800,4,No,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
Yes,125800,4,No,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
No,135000,2,Yes,Mierová,53,Yes,ruzinov,other,panel,refurbished
No,448000,4,Yes,Pod Vachmajstrom,100,Yes,nove_mesto,other,brick,refurbished
Yes,120000,4,Yes,Rajčianska,82,Yes,vrakuna,other,panel,partial_refurbishment
Yes,99900,1,Yes,Jašíkova,40,Yes,ruzinov,other,panel,partial_refurbishment
No,115000,2,Yes,Rovníková,43,Yes,ruzinov,other,panel,refurbished
Yes,116900,2,Yes,Medzilaborecká,47,Yes,ruzinov,bottom,panel,refurbished
Yes,118500,2,No,Račianska,42,Yes,nove_mesto,other,panel,refurbished
Yes,122500,2,No,Hagarova,59,Yes,raca,other,brick,old
No,164900,2,Yes,Karadžičova,64,Yes,stare_mesto,other,brick,refurbished
Yes,143900,2,No,Riazanská,67,Yes,nove_mesto,other,panel,refurbished
Yes,139900,2,No,Sputniková,56,Yes,ruzinov,bottom,panel,refurbished
Yes,149500,2,Yes,Šuňavcova,58,No,nove_mesto,other,brick,refurbished
Yes,149500,3,No,Legionárska,65,Yes,stare_mesto,other,brick,old
Yes,148500,3,Yes,Jozefa Cígera Hronského,60,Yes,nove_mesto,bottom,panel,refurbished
Yes,96990,2,Yes,Jesenná,43,Yes,ruzinov,bottom,panel,partial_refurbishment
Yes,121500,3,No,Medveďovej,67,Yes,petrzalka,bottom,panel,old
Yes,134500,3,No,Medveďovej,67,Yes,petrzalka,bottom,panel,refurbished
Yes,146900,4,Yes,Jána Stanislava,80,Yes,karlova_ves,other,panel,partial_refurbishment
No,141653,2,No,Pod Krásnou hôrkou,53,Yes,nove_mesto,bottom,brick,being_constructed
Yes,147745,2,No,Pod Krásnou hôrkou,61,Yes,nove_mesto,bottom,brick,being_constructed
Yes,202386,3,No,Pod Krásnou hôrkou,78,Yes,nove_mesto,other,brick,being_constructed
Yes,149408,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,140952,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
No,202386,3,No,Pod Krásnou hôrkou,78,Yes,nove_mesto,other,brick,being_constructed
No,150753,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,140379,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
No,148728,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,164900,2,No,Pod Krásnou hôrkou,61,Yes,nove_mesto,other,brick,being_constructed
Yes,202386,3,No,Pod Krásnou hôrkou,78,Yes,nove_mesto,other,brick,being_constructed
Yes,151703,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,150359,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,rest,brick,being_constructed
Yes,164900,2,No,Pod Krásnou hôrkou,61,Yes,nove_mesto,other,brick,being_constructed
Yes,202386,3,No,Pod Krásnou hôrkou,78,Yes,nove_mesto,other,brick,being_constructed
Yes,142977,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,140379,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,149678,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,207086,3,No,Pod Krásnou hôrkou,78,Yes,nove_mesto,other,brick,being_constructed
Yes,153570,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,144900,2,No,Pod Krásnou hôrkou,53,Yes,nove_mesto,other,brick,being_constructed
Yes,224850,3,No,Pod Krásnou hôrkou,92,Yes,nove_mesto,bottom,brick,being_constructed
Yes,150143,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,bottom,brick,being_constructed
Yes,149678,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,bottom,brick,being_constructed
Yes,172768,3,No,Pod Krásnou hôrkou,66,Yes,nove_mesto,rest,brick,being_constructed
Yes,224418,3,No,Pod Krásnou hôrkou,92,Yes,nove_mesto,other,brick,being_constructed
Yes,148843,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,141600,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,224807,3,No,Pod Krásnou hôrkou,92,Yes,nove_mesto,other,brick,being_constructed
Yes,150143,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,140952,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
No,149491,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,141632,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,150326,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,150143,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
Yes,148843,2,No,Pod Krásnou hôrkou,54,Yes,nove_mesto,other,brick,being_constructed
No,172768,3,No,Pod Krásnou hôrkou,66,Yes,nove_mesto,other,brick,being_constructed
No,160000,3,No,Bratislavská,75,Yes,zahorska_bistrica,other,brick,refurbished
Yes,149900,3,Yes,Bratislavská,92,Yes,zahorska_bistrica,bottom,brick,refurbished
Yes,294900,4,No,Jamnického,140,No,karlova_ves,rest,brick,refurbished
No,163700,3,Yes,Rustaveliho,97,Yes,raca,other,panel,being_constructed
No,86800,1,Yes,Rustaveliho,51,Yes,raca,other,panel,being_constructed
No,142900,3,Yes,Rustaveliho,80,Yes,raca,other,panel,being_constructed
No,99600,2,Yes,Rustaveliho,50,Yes,raca,other,panel,being_constructed
No,163000,3,Yes,Rustaveliho,96,Yes,raca,other,panel,being_constructed
No,127900,2,Yes,Rustaveliho,72,Yes,raca,other,panel,being_constructed
No,87900,1,Yes,Rustaveliho,51,Yes,raca,other,panel,being_constructed
No,78800,1,Yes,Rustaveliho,45,Yes,raca,other,panel,being_constructed
No,101500,2,Yes,Rustaveliho,50,Yes,raca,other,panel,being_constructed
No,165200,3,Yes,Rustaveliho,96,Yes,raca,other,panel,being_constructed
No,128700,2,Yes,Rustaveliho,72,Yes,raca,other,panel,being_constructed
No,88900,1,Yes,Rustaveliho,51,Yes,raca,other,panel,being_constructed
No,145000,3,Yes,Rustaveliho,81,Yes,raca,other,panel,being_constructed
No,79200,1,Yes,Rustaveliho,45,Yes,raca,other,panel,being_constructed
No,170100,3,Yes,Rustaveliho,97,Yes,raca,other,panel,being_constructed
No,89900,1,Yes,Rustaveliho,51,Yes,raca,other,panel,being_constructed
No,101900,2,Yes,Rustaveliho,50,Yes,raca,other,panel,being_constructed
No,170600,3,Yes,Rustaveliho,96,Yes,raca,other,panel,being_constructed
No,131900,2,Yes,Rustaveliho,72,Yes,raca,other,panel,being_constructed
No,81100,1,Yes,Rustaveliho,45,Yes,raca,other,panel,being_constructed
No,168900,3,Yes,Rustaveliho,94,Yes,raca,other,panel,being_constructed
No,133300,2,Yes,Rustaveliho,72,Yes,raca,other,panel,being_constructed
No,81900,1,Yes,Rustaveliho,45,Yes,raca,other,panel,being_constructed
Yes,314000,4,Yes,Boženy Němcovej,128,No,stare_mesto,other,brick,refurbished
No,125500,3,No,Markova,66,Yes,petrzalka,other,panel,partial_refurbishment
Yes,138500,3,No,Markova,66,Yes,petrzalka,other,panel,refurbished
Yes,111500,1.5,Yes,Vajnorská,45,No,nove_mesto,other,brick,partial_refurbishment
Yes,119500,1.5,No,Vajnorská,45,No,nove_mesto,other,brick,refurbished
Yes,114000,1,No,Narcisová,44,Yes,ruzinov,other,brick,refurbished
Yes,127800,4,Yes,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
Yes,158500,2,Yes,Šancová,72,No,stare_mesto,top,brick,refurbished
Yes,125800,4,Yes,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
Yes,135900,3,No,Jozefa Cígera Hronského,60,Yes,nove_mesto,bottom,panel,partial_refurbishment
Yes,132000,2,Yes,Sputniková,56,Yes,ruzinov,bottom,panel,partial_refurbishment
Yes,119500,4,No,Slatinská,80,Yes,vrakuna,other,panel,partial_refurbishment
Yes,142000,3,No,Bazovského,63,Yes,dubravka,top,panel,refurbished
No,155900,3,Yes,Budovateľská,64,No,ruzinov,top,brick,refurbished
No,149900,2,Yes,Suché mýto,45,Yes,stare_mesto,other,brick,refurbished
No,68500,1,Yes,Toplianska,35,Yes,vrakuna,top,panel,partial_refurbishment
Yes,103500,1.5,Yes,Beňadická,37,Yes,petrzalka,other,panel,partial_refurbishment
Yes,112500,4,Yes,Rajecká,79,Yes,vrakuna,bottom,panel,partial_refurbishment
Yes,185000,3,Yes,Záhrebská,82,No,stare_mesto,other,brick,partial_refurbishment
Yes,162500,2,Yes,Šancová,70,Yes,nove_mesto,other,brick,refurbished
No,68500,1,Yes,Toplianska,35,Yes,vrakuna,top,panel,partial_refurbishment
No,70000,1,Yes,Bieloruská,32,Yes,podunajske_biskupice,other,panel,partial_refurbishment
No,118900,1.5,No,Mlynarovičova,60,Yes,petrzalka,other,panel,refurbished
No,225000,3,No,Obchodná,86,Yes,stare_mesto,other,brick,refurbished
Yes,215000,4,Yes,Slovanské nábrežie,114,No,devin,other,brick,refurbished
Yes,128000,4,Yes,Hornádska,78,Yes,podunajske_biskupice,other,panel,refurbished
No,233000,3,No,Konventná,77,Yes,stare_mesto,other,brick,refurbished
No,91900,2,Yes,Rajčianska,53,Yes,vrakuna,other,panel,partial_refurbishment
No,118000,3,Yes,Hodálova,67,Yes,karlova_ves,rest,brick,partial_refurbishment
Yes,83500,1,No,Hlbinná,37,No,podunajske_biskupice,top,brick,refurbished
Yes,143000,2,No,Solivarská,59,No,ruzinov,other,brick,refurbished
No,95000,1,Yes,Záhradnícka 41,30,Yes,ruzinov,bottom,brick,refurbished
No,89900,2,No,Hrachová,56,No,ruzinov,rest,brick,refurbished
Yes,299000,4,No,Fraňa Kráľa,111,Yes,stare_mesto,bottom,brick,refurbished
Yes,119500,2,Yes,Vajnorská,46,No,nove_mesto,other,brick,refurbished
Yes,134000,3,No,Strečnianska ul.,72,Yes,petrzalka,bottom,panel,refurbished
Yes,111500,1.5,Yes,Vajnorská,46,No,nove_mesto,other,brick,partial_refurbishment
Yes,209000,3,No,Gbelská,127,Yes,zahorska_bistrica,top,brick,partial_refurbishment
No,128000,2,Yes,Palackého,36,Yes,stare_mesto,other,brick,refurbished
Yes,135500,3,Yes,Markova,66,Yes,petrzalka,other,panel,refurbished
Yes,134500,3,Yes,Medveďovej,71,Yes,petrzalka,bottom,panel,refurbished
Yes,126900,4,No,Bodrocká,77,Yes,podunajske_biskupice,other,panel,refurbished
Yes,145000,4,No,Plickova 8,83,Yes,raca,rest,panel,partial_refurbishment
Yes,121500,3,Yes,Medveďovej,71,Yes,petrzalka,bottom,panel,old
Yes,125000,3,No,Ipeľská,68,Yes,podunajske_biskupice,other,panel,refurbished
No,152000,3,Yes,Rumančeková,66,Yes,ruzinov,top,brick,refurbished
Yes,84000,1,Yes,Pavla Horova,38,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,160000,3,Yes,Záhradnícka,76,Yes,ruzinov,bottom,brick,old
Yes,139500,2,Yes,Odborárske námestie,61,Yes,stare_mesto,bottom,brick,partial_refurbishment
No,150000,3,Yes,Rumančeková,66,Yes,ruzinov,top,panel,refurbished
No,92500,2,Yes,Hronská,51,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,120000,2,Yes,Martinčekova,53,Yes,ruzinov,top,panel,refurbished
Yes,144000,2,Yes,Riazanská,67,Yes,nove_mesto,other,panel,refurbished
Yes,71900,1.5,No,Vlčie hrdlo,38,Yes,ruzinov,other,panel,partial_refurbishment
Yes,96500,1.5,Yes,Holíčska,38,Yes,petrzalka,other,panel,partial_refurbishment
Yes,180000,3,Yes,Šancová,79,Yes,nove_mesto,other,brick,old
No,107000,2,Yes,Furdekova,55,Yes,petrzalka,top,panel,partial_refurbishment
Yes,149000,4,Yes,Haanova,90,Yes,petrzalka,other,panel,partial_refurbishment
