balcony,price,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status
Yes,159900,3,No,Teplická,73,Yes,nove_mesto,top,panel,refurbished
Yes,139000,2,Yes,Narcisová,52,Yes,ruzinov,other,panel,refurbished
Yes,68000,1,No,Jasovská,28,Yes,petrzalka,other,panel,partial_refurbishment
No,85000,1,Yes,Topoľčianska,36,Yes,petrzalka,other,panel,partial_refurbishment
No,63900,1,Yes,Osloboditeľská,30,No,vajnory,top,panel,refurbished
No,330000,3,Yes,Cesta na Kamzík,115,Yes,nove_mesto,bottom,other,refurbished
Yes,159990,4,Yes,Švabinského,84,Yes,petrzalka,bottom,panel,refurbished
Yes,123000,2,No,Baltská,60,Yes,podunajske_biskupice,other,brick,refurbished
Yes,112000,1.5,No,Mánesovo námestie,54,Yes,petrzalka,other,panel,partial_refurbishment
No,1e+05,2,Yes,Alžbety Gwerkovej,52,Yes,petrzalka,bottom,panel,old
Yes,125000,4,Yes,Dudvážska,74,Yes,podunajske_biskupice,other,panel,refurbished
Yes,136600,3,Yes,Jána Smreka,73,Yes,devinska_nova_ves,other,panel,partial_refurbishment
No,151600,3,Yes,Beniakova,67,Yes,karlova_ves,top,panel,refurbished
No,65900,1,Yes,Hronská,34,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,105000,3,Yes,Rajecká,64,Yes,vrakuna,bottom,panel,refurbished
No,160000,2,Yes,Obchodná,54,Yes,stare_mesto,other,brick,refurbished
Yes,93000,1.5,Yes,Podzáhradná,54,Yes,podunajske_biskupice,other,panel,refurbished
No,105000,2,No,Fedákova,48,No,dubravka,other,panel,refurbished
No,90000,2,Yes,Bebravská,49,Yes,vrakuna,other,brick,partial_refurbishment
Yes,119900,2,Yes,Vajnorská,51,No,nove_mesto,other,brick,refurbished
Yes,119900,1,Yes,Vajnorská,51,No,nove_mesto,other,brick,refurbished
Yes,79900,1,Yes,Bučinová,37,Yes,vrakuna,rest,panel,refurbished
Yes,130000,2,No,Šancová,45,No,nove_mesto,other,brick,refurbished
Yes,198000,2,Yes,Černyševského,75,Yes,petrzalka,other,base,refurbished
Yes,127000,2,No,Smolnícka,54,No,ruzinov,other,brick,partial_refurbishment
No,205000,3,Yes,Tabaková,78,No,stare_mesto,other,brick,old
No,153400,3,Yes,Záhrebská,80,No,stare_mesto,bottom,brick,refurbished
Yes,134700,2,Yes,Račianska 91,50,Yes,nove_mesto,other,brick,refurbished
Yes,125000,2,Yes,Levická 2,56,No,ruzinov,top,brick,old
Yes,95000,2,Yes,Dudvážska,51,Yes,podunajske_biskupice,other,panel,refurbished
Yes,114900,3,Yes,Vetvárska,67,No,podunajske_biskupice,bottom,brick,refurbished
Yes,230000,3,Yes,Trenčianska,98,No,ruzinov,bottom,brick,partial_refurbishment
Yes,110000,4,Yes,Bodrocká,81,No,podunajske_biskupice,top,panel,partial_refurbishment
Yes,112000,1,Yes,Tomášikova,44,Yes,ruzinov,other,brick,refurbished
Yes,125000,3,Yes,Furdekova,72,No,petrzalka,bottom,other,partial_refurbishment
No,84990,1.5,No,Vranovská,38,No,petrzalka,bottom,other,partial_refurbishment
Yes,207000,2,Yes,Ďumbierska,100,Yes,nove_mesto,bottom,brick,refurbished
Yes,122500,2,Yes,Štefana Králika,54,Yes,devinska_nova_ves,other,brick,refurbished
Yes,215000,3,No,Blumentálska,83,Yes,stare_mesto,other,brick,partial_refurbishment
No,109000,2,Yes,Osuského,54,Yes,petrzalka,other,panel,old
Yes,126000,1.5,No,Jungmannova,53,Yes,petrzalka,other,panel,refurbished
No,135000,3,Yes,Astronomická,75,No,ruzinov,bottom,brick,refurbished
No,63000,1,No,Kašmírska,29,No,ruzinov,bottom,brick,partial_refurbishment
Yes,160000,3,Yes,Košická,77,Yes,ruzinov,rest,brick,old
Yes,119000,2,No,Kazanská,58,Yes,podunajske_biskupice,other,brick,refurbished
No,215000,4,No,Čerencová,122,No,zahorska_bistrica,rest,brick,refurbished
Yes,179000,3,Yes,Kresánkova,100,Yes,karlova_ves,other,brick,refurbished
Yes,95000,1,Yes,Hlbinná,48,Yes,podunajske_biskupice,top,brick,refurbished
No,111000,2,Yes,Osuského,54,Yes,petrzalka,other,panel,old
Yes,235000,4,Yes,Špitálska,108,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,235000,4,Yes,Špitálska,108,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,89900,2,Yes,Kamenárska,43,No,ruzinov,top,brick,refurbished
Yes,77000,1,Yes,Ľuda Zúbka 15,31,Yes,dubravka,other,panel,partial_refurbishment
Yes,106000,1,No,Tomášikova,43,Yes,ruzinov,other,brick,refurbished
Yes,131000,3,No,Majoránová,72,No,vrakuna,top,brick,refurbished
Yes,139800,2,No,Hlaváčikova,160,No,karlova_ves,bottom,brick,refurbished
Yes,159000,3,Yes,Mierová,78,Yes,ruzinov,other,panel,refurbished
Yes,133700,2,Yes,Trebišovská,60,Yes,ruzinov,other,panel,refurbished
No,151000,3,Yes,Planét 9,88,No,ruzinov,bottom,panel,refurbished
Yes,159900,2,Yes,Staré grunty,76,Yes,karlova_ves,other,brick,refurbished
Yes,89990,1.5,Yes,Gessayova,38,Yes,petrzalka,other,panel,partial_refurbishment
Yes,79000,1,Yes,Landauova,31,Yes,dubravka,other,panel,partial_refurbishment
Yes,77000,1,No,Ľuda Zúbka,31,Yes,dubravka,other,panel,partial_refurbishment
No,175000,4,No,Jantár II,81,No,jarovce,rest,brick,refurbished
Yes,84000,2,Yes,Vlčie hrdlo,41,Yes,ruzinov,top,panel,refurbished
Yes,109000,2,Yes,Mierová,50,No,ruzinov,top,panel,refurbished
Yes,158000,3,Yes,Račianska,68,Yes,nove_mesto,other,panel,old
No,168500,2,No,Cintorínska,63,No,stare_mesto,other,brick,refurbished
Yes,129800,3,Yes,Krásnohorská,68,Yes,petrzalka,other,panel,partial_refurbishment
Yes,145500,2,No,Rubínova,55,Yes,raca,bottom,brick,refurbished
Yes,249000,4,No,Na Križovatkách,120,Yes,ruzinov,bottom,brick,refurbished
Yes,119990,2,No,Mierová,48,Yes,ruzinov,other,brick,refurbished
No,315000,4,Yes,Mariánska,127,Yes,stare_mesto,other,brick,refurbished
No,165000,2,No,Cintorínska,55,No,stare_mesto,other,brick,refurbished
No,115000,2,Yes,Kozmonautická 9,43,Yes,ruzinov,other,panel,refurbished
Yes,307000,3,Yes,Rázusovo nábrežie,90,Yes,stare_mesto,other,brick,refurbished
No,199000,3,Yes,Cintorínska,96,No,stare_mesto,bottom,brick,old
Yes,172000,2,No,Kvačalova,65,No,ruzinov,other,brick,refurbished
Yes,144000,2,No,Šustekova,76,No,petrzalka,other,brick,refurbished
Yes,249000,4,No,Na Križovatkách,120,Yes,ruzinov,bottom,brick,refurbished
Yes,145000,3,Yes,Ľudovíta Fullu,73,Yes,karlova_ves,other,panel,refurbished
Yes,78000,1.5,No,Vlčie hrdlo,39,No,ruzinov,other,panel,refurbished
No,135000,2,No,Vajnorská,65,No,nove_mesto,rest,brick,refurbished
Yes,235000,4,Yes,Rozvodná,123,Yes,nove_mesto,bottom,brick,old
No,127900,2,Yes,Kukučínova,65,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,249990,3,No,Bajkalská,80,Yes,nove_mesto,other,brick,refurbished
Yes,159990,4,No,Švabinského,90,Yes,petrzalka,bottom,panel,refurbished
No,154900,3,Yes,Tabaková,56,No,stare_mesto,bottom,brick,refurbished
Yes,249000,4,No,Na Križovatkách,120,Yes,ruzinov,bottom,brick,refurbished
No,99900,2,No,Hrachová,34,No,ruzinov,other,brick,refurbished
Yes,139900,3,Yes,Rumančeková,69,Yes,ruzinov,top,panel,partial_refurbishment
Yes,151000,4,Yes,Segnerova,65,Yes,karlova_ves,other,panel,refurbished
No,259000,4,No,Svätoplukova,111,No,ruzinov,rest,other,refurbished
No,166600,2,Yes,Cintorínska,63,No,stare_mesto,other,brick,refurbished
No,150000,3,Yes,Továrenská,72,No,stare_mesto,rest,brick,refurbished
No,85000,1,No,Súhvezdná,27,No,ruzinov,bottom,brick,refurbished
No,105000,2,No,Fedákova,48,Yes,dubravka,other,panel,refurbished
No,165000,2,Yes,Cintorínska,63,No,stare_mesto,other,brick,refurbished
Yes,89000,2,Yes,Bieloruská,56,Yes,podunajske_biskupice,other,brick,refurbished
No,262000,3,Yes,Jakubovo námestie,100,No,stare_mesto,rest,brick,refurbished
No,166700,2,No,Cintorínska,55,No,stare_mesto,other,brick,refurbished
No,94000,2,Yes,Bodrocká,48,Yes,podunajske_biskupice,bottom,other,refurbished
Yes,199000,4,Yes,Kuklovská,99,No,karlova_ves,other,brick,partial_refurbishment
No,110000,1,Yes,Staré grunty,39,Yes,karlova_ves,other,other,refurbished
Yes,161600,4,Yes,Jána Smreka,90,Yes,devinska_nova_ves,top,panel,refurbished
No,110000,2,Yes,Alžbety Gwerkovej,54,Yes,petrzalka,other,panel,partial_refurbishment
Yes,140000,3,Yes,Solivarská,68,No,ruzinov,top,brick,old
No,128250,2,Yes,Riazanská,70,No,nove_mesto,other,brick,refurbished
Yes,89000,1,No,Vyšehradská,39,Yes,petrzalka,other,panel,refurbished
Yes,123000,3,No,Rovniankova,68,Yes,petrzalka,other,panel,refurbished
Yes,106000,1,No,Tomášikova,43,Yes,ruzinov,other,brick,refurbished
Yes,84000,1,Yes,Pavla Horova,39,Yes,devinska_nova_ves,other,panel,partial_refurbishment
No,100700,1,No,Teplická,51,Yes,nove_mesto,other,panel,refurbished
No,113000,1,Yes,Trenčianska,39,Yes,ruzinov,rest,brick,partial_refurbishment
No,118300,2,Yes,Romanova,55,Yes,petrzalka,top,panel,refurbished
No,107000,2,Yes,Meteorová,43,Yes,ruzinov,other,panel,refurbished
No,118300,3,No,Romanova,55,Yes,petrzalka,top,panel,refurbished
Yes,100999,1,Yes,Teplická,41,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,217490,4,Yes,Mraziarenská 7,102,Yes,ruzinov,other,brick,refurbished
No,160700,4,No,Karpatské námestie,88,Yes,raca,other,panel,partial_refurbishment
Yes,148000,4,No,Budatínska,64,Yes,petrzalka,other,brick,refurbished
Yes,121000,1,No,Planét,51,Yes,ruzinov,other,brick,refurbished
No,122400,2,No,Matúškova,59,No,nove_mesto,rest,brick,refurbished
Yes,197000,3,Yes,Kresánkova,88,Yes,karlova_ves,top,brick,refurbished
Yes,94900,2,Yes,Bieloruská,51,Yes,podunajske_biskupice,bottom,panel,refurbished
Yes,152900,2,No,Pri strelnici,73,Yes,ruzinov,bottom,brick,refurbished
Yes,97000,1.5,No,Blagoevova,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,145000,4,Yes,Budatínska,65,Yes,petrzalka,other,panel,refurbished
Yes,235000,4,No,Špitálska,108,Yes,stare_mesto,other,other,refurbished
Yes,216500,4,No,Bakošova,108,Yes,lamac,other,brick,refurbished
Yes,149990,3,No,Trnavská cesta,76,Yes,ruzinov,other,brick,old
Yes,79900,2,No,Podzáhradná,52,Yes,podunajske_biskupice,other,brick,old
No,189800,4,No,Hydinárska,124,No,podunajske_biskupice,bottom,brick,refurbished
Yes,149000,3,Yes,Budyšínska,77,Yes,nove_mesto,top,panel,refurbished
Yes,116900,2,Yes,Podzáhradná,57,Yes,podunajske_biskupice,other,brick,refurbished
Yes,160100,2,No,Kresánkova,76,Yes,karlova_ves,other,brick,refurbished
No,135000,1,Yes,Povraznícka,66,No,stare_mesto,other,brick,refurbished
No,141000,3,No,Vajnorská,78,No,nove_mesto,top,brick,refurbished
Yes,120000,3,Yes,Latorická,68,No,podunajske_biskupice,bottom,panel,refurbished
Yes,133500,2,Yes,Trebišovská,57,Yes,ruzinov,other,panel,refurbished
Yes,205000,2,No,Svoradova,60,Yes,stare_mesto,other,brick,refurbished
Yes,135000,2,Yes,Krížna,54,Yes,stare_mesto,bottom,brick,old
Yes,195300,3,Yes,Kadnárova 12,104,No,raca,top,brick,refurbished
Yes,145990,3,Yes,Fedinova,81,Yes,petrzalka,other,panel,refurbished
No,92700,1,Yes,Osadná,34,No,nove_mesto,rest,brick,partial_refurbishment
Yes,131000,3,Yes,Wolkrova,64,Yes,petrzalka,top,other,old
Yes,110000,3,Yes,Kríková,67,Yes,vrakuna,rest,other,refurbished
Yes,145000,2,Yes,Martinčekova,66,Yes,ruzinov,other,brick,partial_refurbishment
Yes,144000,2,No,Vietnamská,61,Yes,ruzinov,top,brick,refurbished
Yes,100600,1,Yes,Teplická,42,Yes,nove_mesto,other,panel,partial_refurbishment
No,106500,3,Yes,Fedákova,48,Yes,dubravka,other,panel,refurbished
Yes,145000,3,No,Československých parašutistov,80,Yes,nove_mesto,top,panel,refurbished
No,85000,1,Yes,Holíčska,35,Yes,petrzalka,other,panel,refurbished
Yes,95000,3,Yes,Vetvárska,68,No,podunajske_biskupice,other,brick,partial_refurbishment
Yes,195300,4,Yes,Kadnárova 12,104,No,raca,top,brick,refurbished
Yes,196400,3,Yes,Kadnárova 14,104,No,raca,top,brick,refurbished
Yes,196400,4,Yes,Kadnárova 14,104,No,raca,top,brick,refurbished
Yes,198400,3,Yes,Kadnárova 12,107,No,raca,top,brick,refurbished
Yes,198400,4,Yes,Kadnárova 12,107,No,raca,top,brick,refurbished
Yes,162000,4,Yes,Jána Smreka,92,Yes,devinska_nova_ves,top,panel,refurbished
Yes,112000,2,Yes,Súmračná,43,Yes,ruzinov,other,panel,refurbished
No,93000,2,Yes,Námestie Hraničiarov,55,Yes,petrzalka,bottom,panel,old
Yes,115000,2,Yes,Horná,64,Yes,nove_mesto,other,panel,partial_refurbishment
No,104777,2,Yes,Fedákova,48,Yes,dubravka,other,panel,partial_refurbishment
Yes,99000,1,No,Teplická,42,Yes,nove_mesto,top,panel,refurbished
Yes,129000,3,Yes,Pečnianska,73,Yes,petrzalka,other,panel,partial_refurbishment
Yes,109499.53,4,Yes,Lotyšská,79,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,130000,3,Yes,Hrobákova,72,Yes,petrzalka,other,panel,partial_refurbishment
Yes,93000,1.5,No,Podzáhradná,54,Yes,podunajske_biskupice,other,panel,refurbished
No,135000,1,No,Povraznícka,66,No,stare_mesto,other,brick,refurbished
No,202000,3,Yes,Tabaková,74,Yes,stare_mesto,other,brick,old
Yes,78000,1,Yes,Rajecká,33,Yes,vrakuna,top,panel,refurbished
No,145000,3,Yes,Pražská,63,Yes,stare_mesto,top,brick,partial_refurbishment
Yes,124000,3,Yes,Furdekova,64,Yes,petrzalka,other,panel,partial_refurbishment
Yes,145100,2,Yes,Moldavská,57,Yes,ruzinov,other,panel,refurbished
Yes,146600,3,Yes,Budatínska,65,Yes,petrzalka,other,panel,refurbished
No,249000,4,No,Na Križovatkách,120,Yes,ruzinov,bottom,brick,refurbished
Yes,126500,3,Yes,Mánesovo námestie,72,Yes,petrzalka,other,panel,partial_refurbishment
Yes,119500,2,Yes,Sibírska,53,Yes,nove_mesto,bottom,panel,partial_refurbishment
No,67900,1,Yes,Dopravná,37,Yes,raca,bottom,panel,partial_refurbishment
Yes,119000,3,Yes,Bieloruská,75,No,podunajske_biskupice,other,panel,partial_refurbishment
No,90000,1,No,Antolská,42,Yes,petrzalka,other,base,refurbished
Yes,149000,3,No,Sklenárova,75,Yes,ruzinov,other,panel,partial_refurbishment
No,109000,2,No,Osuského,54,No,petrzalka,other,other,old
No,109000,2,No,Osuského,55,Yes,petrzalka,other,panel,old
Yes,215000,4,No,Pluhová,97,Yes,nove_mesto,other,brick,refurbished
Yes,94900,2,Yes,Bieloruská,51,Yes,podunajske_biskupice,bottom,panel,refurbished
Yes,123000,2,Yes,Eisnerova,51,Yes,devinska_nova_ves,other,brick,refurbished
Yes,112000,2,No,Súmračná,43,Yes,ruzinov,other,panel,refurbished
Yes,122400,2,No,Kazanská,54,Yes,podunajske_biskupice,other,brick,refurbished
Yes,118990,3,Yes,Iľjušinova,68,Yes,petrzalka,other,panel,old
Yes,130000,3,Yes,Medveďovej,71,Yes,petrzalka,bottom,panel,partial_refurbishment
No,260000,3,Yes,Čapkova,82,No,stare_mesto,bottom,brick,partial_refurbishment
No,140800,2,Yes,Ľadová,65,No,stare_mesto,bottom,brick,refurbished
Yes,128200,3,Yes,Bebravská,74,Yes,vrakuna,bottom,brick,refurbished
Yes,115000,2,No,Kazanská,45,Yes,podunajske_biskupice,top,brick,refurbished
No,183500,3,No,Murgašova,87,Yes,stare_mesto,top,brick,old
No,166300,2,Yes,Cintorínska,54,No,stare_mesto,other,brick,refurbished
Yes,121000,2,No,Eisnerova,51,Yes,devinska_nova_ves,other,brick,refurbished
No,127500,2,No,Palárikova,42,No,stare_mesto,other,brick,partial_refurbishment
Yes,180000,3,No,Trnavská cesta,79,Yes,ruzinov,other,panel,refurbished
No,96700,1.5,No,Blagoevova,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,199000,3,No,Karadžičova,88,Yes,ruzinov,other,brick,refurbished
Yes,129000,3,No,Teplická,54,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,139379,2,Yes,Pod Krásnou hôrkou,58,Yes,nove_mesto,other,brick,refurbished
Yes,172768,3,Yes,Pod Krásnou hôrkou,71,Yes,nove_mesto,other,brick,being_constructed
No,95000,1,No,Trenčianska,38,No,ruzinov,other,brick,refurbished
No,115990,2,Yes,Homolova,54,Yes,dubravka,bottom,panel,refurbished
Yes,170000,2,No,Trenčianska,81,No,ruzinov,top,brick,refurbished
Yes,72000,1.5,No,Jána Jonáša,31,Yes,devinska_nova_ves,other,panel,refurbished
No,83500,1,Yes,Považanova,38,Yes,dubravka,other,panel,refurbished
No,99990,1,Yes,Jelenia,30,Yes,stare_mesto,other,brick,refurbished
Yes,69900,1,No,Vlčie Hrdlo,40,No,ruzinov,other,panel,partial_refurbishment
Yes,137000,4,No,Československých parašutistov,76,Yes,nove_mesto,other,panel,partial_refurbishment
No,138700,3,No,Bazovského,70,No,dubravka,bottom,panel,old
Yes,125900,3,No,Andrusovova,69,Yes,petrzalka,top,panel,old
Yes,72900,1,Yes,Bučinová,40,Yes,vrakuna,other,panel,old
Yes,99000,1,Yes,Teplická,42,Yes,nove_mesto,other,panel,partial_refurbishment
No,155900,3,Yes,Budovateľská,63,No,ruzinov,top,brick,refurbished
Yes,149500,2,Yes,Šuňavcova,58,No,nove_mesto,other,brick,refurbished
No,130000,1,Yes,Povraznícka,66,No,stare_mesto,other,brick,refurbished
Yes,137000,3,Yes,Bazovského,78,No,dubravka,other,panel,partial_refurbishment
Yes,159900,3,Yes,Hraničná,80,Yes,ruzinov,other,panel,partial_refurbishment
Yes,118500,2,No,Račianska,42,Yes,nove_mesto,other,panel,refurbished
No,135000,1,Yes,Povraznícka,66,No,stare_mesto,other,brick,refurbished
Yes,125000,3,No,Na Piesku,62,Yes,ruzinov,other,brick,refurbished
Yes,89999,2,No,Na Piesku,47,Yes,ruzinov,other,brick,refurbished
No,104999,2,No,Na Piesku,42,Yes,ruzinov,bottom,brick,refurbished
Yes,198999,4,No,Na Piesku,104,Yes,ruzinov,other,brick,refurbished
Yes,104000,3,Yes,Estónska,69,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment
Yes,146600,3,Yes,Topoľčianska,68,Yes,petrzalka,other,panel,refurbished
Yes,146600,4,Yes,Topoľčianska,68,Yes,petrzalka,other,panel,refurbished
Yes,110000,2,Yes,Martinčekova,45,Yes,ruzinov,other,panel,refurbished
Yes,116000,2,Yes,Zálužická,57,Yes,ruzinov,top,panel,old
No,129000,3,No,Matejkova,86,Yes,karlova_ves,bottom,panel,refurbished
No,85000,1,Yes,Holíčska,36,Yes,petrzalka,other,panel,refurbished
No,70000,1,Yes,Slatinská,38,Yes,vrakuna,other,panel,partial_refurbishment
Yes,220000,3,No,Svätého Vincenta,84,Yes,ruzinov,other,brick,refurbished
Yes,156900,3,Yes,Budyšínska,75,Yes,nove_mesto,bottom,panel,refurbished
Yes,116900,2,Yes,Medzilaborecká,46,Yes,ruzinov,bottom,panel,refurbished
No,164900,2,Yes,Karadžičova,64,Yes,stare_mesto,other,brick,refurbished
No,139000,2,Yes,Dohnányho,73,No,ruzinov,rest,brick,partial_refurbishment
Yes,263000,3,No,Ľanová,99,No,ruzinov,top,brick,refurbished
No,142000,3,No,Šancová,74,No,nove_mesto,other,brick,partial_refurbishment
No,88000,1,No,Medveďovej,36,No,petrzalka,top,panel,refurbished
No,109000,2,Yes,Agátová,56,Yes,dubravka,rest,brick,refurbished
No,74000,1,No,Ožvoldíkova,37,Yes,dubravka,other,panel,old
No,36700,1.5,No,Stavbárska,40,Yes,vrakuna,other,panel,partial_refurbishment
Yes,132000,2,Yes,Opletalova,69,Yes,devinska_nova_ves,bottom,brick,refurbished
No,150000,3,Yes,Narcisova,75,Yes,ruzinov,bottom,panel,refurbished
Yes,140000,3,No,Solivarská,64,No,ruzinov,top,brick,old
Yes,149000,2,No,Gercenova,66,Yes,petrzalka,other,brick,refurbished
Yes,95000,2,Yes,Blagoevova,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,98000,2,Yes,Cabanova,55,No,dubravka,other,panel,partial_refurbishment
Yes,77000,2,Yes,Vlčie hrdlo,46,Yes,ruzinov,top,panel,refurbished
Yes,110000,1,Yes,Majerníkova,53,No,karlova_ves,other,brick,old
No,92000,2,Yes,Bebravská,52,Yes,vrakuna,other,panel,old
Yes,159000,4,No,Karpatské námestie,88,Yes,raca,other,panel,partial_refurbishment
No,532900,4,Yes,Vlčkova,157,Yes,stare_mesto,other,brick,refurbished
No,577700,4,Yes,Vlčkova,164,Yes,stare_mesto,other,brick,refurbished
No,546500,4,Yes,Vlčkova,155,Yes,stare_mesto,other,brick,refurbished
No,73900,1,Yes,Čiernovodská,36,No,vrakuna,bottom,panel,refurbished
Yes,186000,3,Yes,Mierová,83,Yes,ruzinov,bottom,panel,refurbished
Yes,123600,3,Yes,Hálova,73,Yes,petrzalka,top,panel,partial_refurbishment
Yes,123600,3,Yes,Hálova,73,Yes,petrzalka,top,panel,partial_refurbishment
Yes,105000,1,No,Jašíkova,40,Yes,ruzinov,other,brick,refurbished
No,121700,3,No,Hodálova,67,Yes,karlova_ves,rest,brick,partial_refurbishment
No,180000,2,No,Palisády,67,Yes,stare_mesto,bottom,brick,refurbished
Yes,102000,2,No,Zimná,48,Yes,ruzinov,top,panel,partial_refurbishment
Yes,142000,2,No,Jasovská,76,Yes,petrzalka,top,panel,refurbished
Yes,137000,3,No,Homolova,72,Yes,dubravka,top,panel,refurbished
No,86000,1,No,Medveďovej,36,No,petrzalka,top,panel,partial_refurbishment
No,103990,1,Yes,Mýtna,35,Yes,stare_mesto,bottom,panel,refurbished
Yes,135000,3,Yes,Jadrová,64,Yes,ruzinov,other,panel,partial_refurbishment
No,118000,3,Yes,Hodálova,67,Yes,karlova_ves,other,brick,partial_refurbishment
Yes,235000,3,No,Záhradnícka,106,Yes,ruzinov,other,brick,partial_refurbishment
Yes,122000,3,Yes,Iľjušinova,66,Yes,petrzalka,other,panel,partial_refurbishment
Yes,89500,2,No,Dvojkrížna,45,Yes,vrakuna,bottom,panel,refurbished
No,183000,3,No,Koceľová,77,Yes,stare_mesto,other,brick,refurbished
Yes,120000,4,Yes,Toryská,77,No,vrakuna,top,panel,partial_refurbishment
Yes,347000,3,Yes,Fándlyho,90,No,stare_mesto,other,brick,old
Yes,459000,3,Yes,Fándlyho,90,No,stare_mesto,other,brick,old
No,121600,3,Yes,Hodálova,67,Yes,karlova_ves,other,brick,partial_refurbishment
Yes,99800,2,Yes,Na Revíne,43,Yes,nove_mesto,other,brick,refurbished
Yes,99970,3,Yes,Toplianska,70,Yes,vrakuna,rest,panel,partial_refurbishment
Yes,128000,3,Yes,Jamnického,67,Yes,karlova_ves,other,panel,partial_refurbishment
Yes,114990,3,Yes,Bazovského,59,Yes,dubravka,other,panel,refurbished
No,76500,1,Yes,Saratovská,39,Yes,dubravka,top,panel,partial_refurbishment
No,106900,2,Yes,Osuskeho,55,Yes,petrzalka,rest,panel,old
Yes,134000,3,Yes,Homolová,70,Yes,petrzalka,top,panel,refurbished
Yes,230000,3,Yes,Prievozská,81,Yes,ruzinov,other,base,refurbished
Yes,99900,2,Yes,Súmračná,43,Yes,ruzinov,other,panel,partial_refurbishment
Yes,159900,3,No,Teplická,73,Yes,nove_mesto,top,panel,refurbished
Yes,140000,3,Yes,Solivarská,68,No,ruzinov,top,brick,old
Yes,69900,1.5,No,Vlčie hrdlo,42,Yes,ruzinov,other,panel,partial_refurbishment
No,83990,1.5,No,Závodná,34,Yes,podunajske_biskupice,other,panel,refurbished
No,83990,1,No,Závodná,34,Yes,podunajske_biskupice,other,panel,refurbished
Yes,71500,1.5,No,Vlčie hrdlo,42,Yes,ruzinov,other,panel,partial_refurbishment
Yes,69900,1.5,No,Vlčie hrdlo,42,Yes,ruzinov,other,panel,partial_refurbishment
No,88000,1,Yes,Medveďovej,36,Yes,petrzalka,top,panel,refurbished
Yes,120000,3,Yes,Gessayova,75,Yes,petrzalka,other,panel,partial_refurbishment
Yes,142500,3,Yes,Račianska 99,78,Yes,nove_mesto,other,panel,partial_refurbishment
No,249900,3,Yes,Ulica 29. augusta 30,99,Yes,stare_mesto,bottom,brick,refurbished
Yes,195000,3,No,Radničné námestie 7/B,79,No,ruzinov,bottom,brick,refurbished
Yes,69900,1.5,Yes,Vlčie hrdlo,42,Yes,ruzinov,other,panel,partial_refurbishment
Yes,133800,4,No,Čiernovodská,82,No,vrakuna,other,panel,refurbished
Yes,93000,1,No,Hrachová,35,No,ruzinov,bottom,other,refurbished
Yes,105000,1.5,Yes,Beňadická,47,Yes,petrzalka,bottom,panel,refurbished
Yes,135000,3,Yes,Znievska,66,Yes,petrzalka,other,panel,refurbished
No,133000,3,Yes,Astronomická,74,No,ruzinov,bottom,brick,refurbished
Yes,134700,2,No,Račianska,50,Yes,nove_mesto,other,panel,refurbished
No,155000,2,Yes,Miletičova,68,No,ruzinov,other,brick,partial_refurbishment
No,123000,3,Yes,Svidnícka,67,Yes,ruzinov,rest,panel,old
Yes,125000,3,Yes,Jasovská 49,69,Yes,petrzalka,other,panel,partial_refurbishment
No,110000,1,Yes,Staré grunty,39,Yes,karlova_ves,other,other,refurbished
Yes,131000,3,Yes,Wolkrova,64,Yes,petrzalka,top,other,old
No,408000,3,No,Klobučnícka,107,No,stare_mesto,other,brick,refurbished
Yes,119500,2,Yes,Račianska,61,Yes,raca,top,base,refurbished
Yes,113900,2,Yes,Polárna 4,49,Yes,ruzinov,other,panel,refurbished
No,86500,1,Yes,Banšelova,34,Yes,ruzinov,other,panel,refurbished
Yes,164500,2,Yes,Sputniková,52,Yes,ruzinov,other,panel,partial_refurbishment
Yes,278000,4,No,Tomášikova,133,Yes,ruzinov,other,brick,refurbished
Yes,99970,3,Yes,Toplianska,70,Yes,vrakuna,rest,panel,partial_refurbishment
No,119900,2,No,Sibírska,40,Yes,nove_mesto,top,brick,refurbished
Yes,107000,3,Yes,Jána Jonáša,64,Yes,devinska_nova_ves,bottom,panel,partial_refurbishment
Yes,118500,2,No,Račianska,42,Yes,nove_mesto,other,panel,refurbished
Yes,168500,3,Yes,Sputniková 2,64,Yes,ruzinov,bottom,panel,partial_refurbishment
No,249000,3,No,Jána Stanislava,106,Yes,karlova_ves,other,brick,refurbished
No,74900,1,No,Čiernovodská,36,No,vrakuna,bottom,panel,refurbished
No,76900,1,No,Čiernovodská,36,No,vrakuna,rest,panel,refurbished
No,79990,1,No,Hanulova,37,Yes,dubravka,other,panel,refurbished
Yes,178000,3,No,Vajnorská,82,No,nove_mesto,other,brick,refurbished
Yes,138000,4,No,Bzovícka,83,Yes,petrzalka,bottom,panel,old
Yes,69000,1,Yes,Pri Šajbách,35,Yes,raca,other,panel,refurbished
