balcony,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status,price
Yes,1,Yes,other,2.4071656661104,Yes,ruzinov,other,panel,refurbished,5.04883008652835
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,partial_refurbishment,5.08635983067475
Yes,2,Yes,other,2.55087091129225,Yes,nove_mesto,other,other,refurbished,5.32221929473392
Yes,1,Yes,other,2.48164384502275,Yes,karlova_ves,bottom,other,refurbished,5.0565237240791
No,2,Yes,other,2.3985544514435,Yes,ruzinov,other,panel,partial_refurbishment,4.98632377705077
Yes,2,No,other,2.53514294751103,Yes,ruzinov,rest,brick,refurbished,5.20139712432045
Yes,3,Yes,other,2.56572273107389,Yes,podunajske_biskupice,bottom,panel,old,5.01283722470517
Yes,3,Yes,other,2.57049346871562,Yes,ruzinov,other,panel,partial_refurbishment,5.16133804985854
Yes,3,Yes,other,2.57049346871562,Yes,podunajske_biskupice,other,panel,partial_refurbishment,5.06818586174616
Yes,3,Yes,other,2.58430553381761,No,ruzinov,other,other,partial_refurbishment,5.13033376849501
Yes,3,Yes,other,2.65442198650446,No,nove_mesto,other,brick,partial_refurbishment,5.26717172840301
Yes,3,Yes,other,2.58430553381761,Yes,petrzalka,other,panel,partial_refurbishment,5.12710479836481
No,1,Yes,other,2.34097566980137,Yes,podunajske_biskupice,rest,panel,refurbished,4.92427928606188
Yes,2,Yes,other,2.6331509142369,Yes,stare_mesto,other,brick,refurbished,5.47567118832443
Yes,4,No,other,2.78038112975188,Yes,nove_mesto,other,brick,refurbished,5.51587384371168
Yes,2,No,other,2.42367058973074,Yes,petrzalka,other,brick,refurbished,5.06069784035361
Yes,4,No,other,2.74166576536982,No,nove_mesto,bottom,brick,refurbished,5.46089784275655
No,1,Yes,other,2.37112673569579,Yes,petrzalka,other,panel,refurbished,4.96614173273903
Yes,3,No,other,2.74166576536982,No,nove_mesto,bottom,brick,refurbished,5.46089784275655
No,2,Yes,other,2.49445964791184,Yes,petrzalka,top,panel,old,5.08707120590654
No,2,Yes,other,2.41553369643773,Yes,petrzalka,other,panel,refurbished,5.0899051114394
Yes,3,No,other,2.62563607643843,Yes,stare_mesto,other,brick,refurbished,5.25527250510331
Yes,3,Yes,other,2.61392522288417,Yes,nove_mesto,other,base,refurbished,5.43933269383026
Yes,4,Yes,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.15533603746506
Yes,2,Yes,other,2.65100162379407,Yes,nove_mesto,rest,brick,refurbished,5.20384846374624
Yes,4,Yes,other,2.63682525855683,Yes,petrzalka,top,panel,partial_refurbishment,5.15228834438306
Yes,2,No,other,2.36140225854616,Yes,vrakuna,other,panel,refurbished,4.92685670894969
Yes,3,Yes,other,2.5931221847288,Yes,ruzinov,rest,panel,old,5.13956426617585
No,2,Yes,other,2.48812516602843,Yes,lamac,other,panel,refurbished,5.02938377768521
Yes,2,Yes,other,2.57517907759246,Yes,stare_mesto,rest,brick,refurbished,5.20085049809108
Yes,3,Yes,other,2.70344523162321,Yes,nove_mesto,rest,brick,refurbished,5.34222522936079
Yes,2,No,other,2.47500946563237,Yes,karlova_ves,bottom,panel,refurbished,5.02938377768521
Yes,1,Yes,other,2.33023317850707,Yes,dubravka,other,brick,refurbished,4.90308998699194
No,2,Yes,other,2.48812516602843,No,stare_mesto,other,brick,refurbished,5.22530928172586
Yes,3,Yes,other,2.56086405021975,Yes,vrakuna,other,panel,partial_refurbishment,5.07918124604763
Yes,3,No,other,2.56086405021975,Yes,petrzalka,other,panel,partial_refurbishment,5.07918124604763
Yes,2,Yes,other,2.42367058973074,Yes,petrzalka,other,panel,old,5.03941411917614
No,1,Yes,other,2.29560564220352,Yes,podunajske_biskupice,bottom,panel,refurbished,4.83884909073726
Yes,2,No,other,2.48812516602843,No,ruzinov,other,brick,refurbished,5.16016829295851
Yes,3,Yes,other,2.57049346871562,Yes,vrakuna,other,panel,partial_refurbishment,5.08493357493672
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,refurbished,5.08493357493672
No,1,Yes,other,2.38054954862841,Yes,dubravka,other,panel,partial_refurbishment,4.88649072517248
Yes,2,No,other,2.48812516602843,No,ruzinov,other,brick,refurbished,5.15533603746506
No,2,Yes,other,2.3191078731583,Yes,stare_mesto,other,brick,refurbished,5.15530566615963
Yes,3,No,other,2.57049346871562,Yes,petrzalka,other,panel,partial_refurbishment,5.09691001300806
Yes,1,No,other,2.34097566980137,Yes,petrzalka,other,brick,refurbished,4.94645226501307
No,2,No,other,2.61392522288417,No,nove_mesto,other,brick,partial_refurbishment,5.21218760440396
Yes,4,Yes,other,2.62563607643843,Yes,podunajske_biskupice,other,panel,refurbished,5.09968064110925
Yes,2,No,other,2.49445964791184,No,ruzinov,other,brick,refurbished,5.15533603746506
No,3,Yes,other,2.49445964791184,No,nove_mesto,top,brick,refurbished,5.1846914308176
No,2,Yes,other,2.5404886497767,No,ruzinov,rest,brick,partial_refurbishment,5.13987908640124
Yes,4,No,other,2.60580603149132,Yes,podunajske_biskupice,other,panel,refurbished,5.09968064110925
No,3,No,other,2.62179254782945,Yes,ruzinov,other,panel,partial_refurbishment,5.26717172840301
Yes,3,Yes,other,2.56572273107389,Yes,vrakuna,other,panel,partial_refurbishment,5.02118929906994
Yes,3,Yes,other,2.57978224404418,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment,5.00860017176192
No,4,No,other,2.55087091129225,No,ruzinov,rest,brick,old,5.07918124604763
Yes,2,Yes,other,2.48812516602843,Yes,ruzinov,bottom,brick,partial_refurbishment,5.05690485133647
No,3,No,other,2.43158755086612,No,vajnory,top,brick,refurbished,4.99782308074573
Yes,1,Yes,other,2.22804102706126,Yes,nove_mesto,other,brick,refurbished,4.90173069172922
Yes,1,No,other,2.48812516602843,Yes,ruzinov,bottom,brick,refurbished,5.01283722470517
Yes,2,No,other,2.47500946563237,Yes,raca,other,brick,refurbished,5.16664321221944
Yes,3,No,other,2.64044614796885,Yes,raca,other,brick,refurbished,5.47635332259501
Yes,1,No,other,2.28317065206913,Yes,raca,other,brick,refurbished,4.95159005512423
Yes,4,Yes,other,2.60580603149132,Yes,podunajske_biskupice,other,panel,refurbished,5.10653085382238
Yes,3,Yes,other,2.60580603149132,Yes,petrzalka,other,panel,partial_refurbishment,5.13033376849501
No,1,No,other,2.3191078731583,No,stare_mesto,top,brick,refurbished,5.02118929906994
Yes,2,Yes,other,2.48812516602843,No,ruzinov,top,brick,old,5.0899051114394
Yes,1.5,No,other,2.42367058973074,Yes,petrzalka,other,panel,refurbished,5.02118929906994
No,3,Yes,other,2.51844157614637,Yes,dubravka,rest,panel,refurbished,5.07151380509509
Yes,3,No,other,2.68917513820238,Yes,nove_mesto,bottom,brick,refurbished,5.32221929473392
Yes,2,Yes,other,2.42367058973074,Yes,nove_mesto,other,brick,partial_refurbishment,5.07554696139253
No,2,Yes,other,2.46125468645054,No,stare_mesto,other,brick,refurbished,5.17580163284828
Yes,1,Yes,other,2.27023601659818,Yes,dubravka,bottom,panel,partial_refurbishment,4.89707700320942
Yes,4,No,other,2.60580603149132,Yes,podunajske_biskupice,other,panel,refurbished,5.09968064110925
Yes,4,No,other,2.60580603149132,Yes,podunajske_biskupice,other,panel,refurbished,5.09968064110925
No,2,Yes,other,2.47500946563237,Yes,ruzinov,other,panel,refurbished,5.13033376849501
No,4,Yes,other,2.68321803960761,Yes,nove_mesto,other,brick,refurbished,5.65127801399814
Yes,4,Yes,other,2.62179254782945,Yes,vrakuna,other,panel,partial_refurbishment,5.07918124604763
No,2,Yes,other,2.3985544514435,Yes,ruzinov,other,panel,refurbished,5.06069784035361
Yes,2,Yes,other,2.43158755086612,Yes,ruzinov,bottom,panel,refurbished,5.06781451116184
Yes,2,No,other,2.38968707798256,Yes,nove_mesto,other,panel,refurbished,5.07371835034612
Yes,2,No,other,2.512639036679,Yes,raca,other,brick,old,5.08813608870055
No,2,Yes,other,2.5404886497767,Yes,stare_mesto,other,brick,refurbished,5.21722065564452
Yes,2,No,other,2.55591447549606,Yes,nove_mesto,other,panel,refurbished,5.15806079393661
Yes,2,Yes,other,2.50671120742167,No,nove_mesto,other,brick,refurbished,5.17464119266045
Yes,3,Yes,other,2.51844157614637,Yes,nove_mesto,bottom,panel,refurbished,5.17172645365323
Yes,2,Yes,other,2.3985544514435,Yes,ruzinov,bottom,panel,partial_refurbishment,4.98672695933122
Yes,3,No,other,2.55591447549606,Yes,petrzalka,bottom,panel,old,5.08457627793433
Yes,3,No,other,2.55591447549606,Yes,petrzalka,bottom,panel,refurbished,5.12872228433843
No,2,No,Pod Krásnou hôrkou,2.47500946563237,Yes,nove_mesto,bottom,brick,being_constructed,5.15122577666549
Yes,2,No,Pod Krásnou hôrkou,2.52412349687282,Yes,nove_mesto,bottom,brick,being_constructed,5.16951279236783
Yes,3,No,Pod Krásnou hôrkou,2.60580603149132,Yes,nove_mesto,other,brick,being_constructed,5.30618046699663
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17437385225071
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.14907124255456
No,3,No,Pod Krásnou hôrkou,2.60580603149132,Yes,nove_mesto,other,brick,being_constructed,5.30618046699663
No,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17826596340245
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.14730214435894
No,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17239273786128
Yes,2,No,Pod Krásnou hôrkou,2.52412349687282,Yes,nove_mesto,other,brick,being_constructed,5.21722065564452
Yes,3,No,Pod Krásnou hôrkou,2.60580603149132,Yes,nove_mesto,other,brick,being_constructed,5.30618046699663
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.18099416925452
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,rest,brick,being_constructed,5.1771294286677
Yes,2,No,Pod Krásnou hôrkou,2.52412349687282,Yes,nove_mesto,other,brick,being_constructed,5.21722065564452
Yes,3,No,Pod Krásnou hôrkou,2.60580603149132,Yes,nove_mesto,other,brick,being_constructed,5.30618046699663
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.155266180287
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17515797148042
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.18630638426991
Yes,2,No,Pod Krásnou hôrkou,2.47500946563237,Yes,nove_mesto,other,brick,being_constructed,5.16106838547117
Yes,3,No,Pod Krásnou hôrkou,2.65779530462365,Yes,nove_mesto,bottom,brick,being_constructed,5.35189289190396
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,bottom,brick,being_constructed,5.17650508923404
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,bottom,brick,being_constructed,5.17515797148042
Yes,3,No,Pod Krásnou hôrkou,2.65779530462365,Yes,nove_mesto,other,brick,being_constructed,5.35105768764278
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.1727284148453
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.15106325335375
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17650508923404
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.14907124255456
No,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17461504705514
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.15116138791115
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17703410154489
Yes,2,No,Pod Krásnou hôrkou,2.48164384502275,Yes,nove_mesto,other,brick,being_constructed,5.17650508923404
No,3,No,Pod Krásnou hôrkou,2.55087091129225,Yes,nove_mesto,other,brick,being_constructed,5.23746330579115
No,3,No,other,2.5931221847288,Yes,zahorska_bistrica,other,brick,refurbished,5.20411998265593
Yes,3,Yes,other,2.65779530462365,Yes,zahorska_bistrica,bottom,brick,refurbished,5.17580163284828
Yes,4,No,other,2.78038112975188,No,karlova_ves,rest,brick,refurbished,5.4696747725518
No,3,Yes,other,2.67399504332347,Yes,raca,other,panel,being_constructed,5.21404867941194
No,3,Yes,other,2.61392522288417,Yes,raca,other,panel,being_constructed,5.15503222879097
No,2,Yes,other,2.45411978023144,Yes,raca,other,panel,being_constructed,4.9982593384237
No,3,Yes,other,2.67084050168301,Yes,raca,other,panel,being_constructed,5.21218760440396
No,1,Yes,other,2.46125468645054,Yes,raca,other,panel,being_constructed,4.94398887507377
No,1,Yes,other,2.41553369643773,Yes,raca,other,panel,being_constructed,4.89652621748956
No,2,Yes,other,2.45411978023144,Yes,raca,other,panel,being_constructed,5.00646604224923
No,1,Yes,other,2.46125468645054,Yes,raca,other,panel,being_constructed,4.94890176097021
No,3,Yes,other,2.61788948807064,Yes,raca,other,panel,being_constructed,5.16136800223498
No,1,Yes,other,2.41553369643773,Yes,raca,other,panel,being_constructed,4.89872518158949
No,1,Yes,other,2.46125468645054,Yes,raca,other,panel,being_constructed,4.95375969173323
No,2,Yes,other,2.45411978023144,Yes,raca,other,panel,being_constructed,5.00817418400643
No,3,Yes,other,2.67084050168301,Yes,raca,other,panel,being_constructed,5.2319790268315
No,2,Yes,other,2.57978224404418,Yes,raca,other,panel,being_constructed,5.12024479554637
No,3,Yes,other,2.66440535899664,Yes,raca,other,panel,being_constructed,5.22762964957101
No,2,Yes,other,2.57978224404418,Yes,raca,other,panel,being_constructed,5.12483014941386
No,1,Yes,other,2.41553369643773,Yes,raca,other,panel,being_constructed,4.91328390176042
Yes,4,Yes,other,2.75532941088572,No,stare_mesto,other,brick,refurbished,5.49692964807322
No,3,No,other,2.55087091129225,Yes,petrzalka,other,panel,partial_refurbishment,5.09864372581706
Yes,3,No,other,2.55087091129225,Yes,petrzalka,other,panel,refurbished,5.14144977340047
Yes,1.5,Yes,other,2.41553369643773,No,nove_mesto,other,brick,partial_refurbishment,5.04727486738418
Yes,1.5,No,other,2.41553369643773,No,nove_mesto,other,brick,refurbished,5.07736790528416
Yes,1,No,other,2.4071656661104,Yes,ruzinov,other,brick,refurbished,5.05690485133647
Yes,4,Yes,other,2.60580603149132,Yes,podunajske_biskupice,other,panel,refurbished,5.10653085382238
Yes,4,Yes,other,2.60580603149132,Yes,podunajske_biskupice,other,panel,refurbished,5.09968064110925
Yes,3,No,other,2.51844157614637,Yes,nove_mesto,bottom,panel,partial_refurbishment,5.13321945673249
Yes,2,Yes,other,2.49445964791184,Yes,ruzinov,bottom,panel,partial_refurbishment,5.12057393120585
Yes,3,No,other,2.53514294751103,Yes,dubravka,top,panel,refurbished,5.15228834438306
No,3,Yes,other,2.5404886497767,No,ruzinov,top,brick,refurbished,5.19284611518884
No,2,Yes,other,2.41553369643773,Yes,stare_mesto,other,brick,refurbished,5.17580163284828
No,1,Yes,other,2.3191078731583,Yes,vrakuna,top,panel,partial_refurbishment,4.83569057149243
Yes,1.5,Yes,other,2.34097566980137,Yes,petrzalka,other,panel,partial_refurbishment,5.01494034979294
Yes,2,Yes,other,2.57049346871562,Yes,nove_mesto,other,brick,refurbished,5.21085336531489
No,1,Yes,other,2.3191078731583,Yes,vrakuna,top,panel,partial_refurbishment,4.83569057149243
No,1,Yes,other,2.28317065206913,Yes,podunajske_biskupice,other,panel,partial_refurbishment,4.84509804001426
No,1.5,No,other,2.51844157614637,Yes,petrzalka,other,panel,refurbished,5.07518185461869
Yes,4,Yes,other,2.72206983025241,No,devin,other,brick,refurbished,5.33243845991561
Yes,4,Yes,other,2.60580603149132,Yes,podunajske_biskupice,other,panel,refurbished,5.10720996964787
No,3,No,other,2.60164739763241,Yes,stare_mesto,other,brick,refurbished,5.36735592102602
No,2,Yes,other,2.47500946563237,Yes,vrakuna,other,panel,partial_refurbishment,4.96331551138611
No,3,Yes,other,2.55591447549606,Yes,karlova_ves,rest,brick,partial_refurbishment,5.07188200730613
Yes,1,No,other,2.34097566980137,No,podunajske_biskupice,top,brick,refurbished,4.9216864754836
Yes,2,No,other,2.512639036679,No,ruzinov,other,brick,refurbished,5.15533603746506
No,1,Yes,other,2.25676454173614,Yes,ruzinov,bottom,brick,refurbished,4.97772360528885
No,2,No,other,2.49445964791184,No,ruzinov,rest,brick,refurbished,4.95375969173323
Yes,4,No,other,2.71426933969425,Yes,stare_mesto,bottom,brick,refurbished,5.47567118832443
Yes,2,Yes,other,2.42367058973074,No,nove_mesto,other,brick,refurbished,5.07736790528416
Yes,3,No,other,2.57978224404418,Yes,petrzalka,bottom,panel,refurbished,5.12710479836481
Yes,1.5,Yes,other,2.42367058973074,No,nove_mesto,other,brick,partial_refurbishment,5.04727486738418
Yes,3,No,other,2.75310885838021,Yes,zahorska_bistrica,top,brick,partial_refurbishment,5.32014628611105
No,2,Yes,other,2.33023317850707,Yes,stare_mesto,other,brick,refurbished,5.10720996964787
Yes,3,Yes,other,2.55087091129225,Yes,petrzalka,other,panel,refurbished,5.13193929521042
Yes,3,Yes,other,2.57517907759246,Yes,petrzalka,bottom,panel,refurbished,5.12872228433843
Yes,4,No,other,2.62563607643843,Yes,raca,rest,panel,partial_refurbishment,5.16136800223498
Yes,3,Yes,other,2.57517907759246,Yes,petrzalka,bottom,panel,old,5.08457627793433
Yes,3,No,other,2.56086405021975,Yes,podunajske_biskupice,other,panel,refurbished,5.09691001300806
Yes,1,Yes,other,2.35135834444068,Yes,devinska_nova_ves,other,panel,partial_refurbishment,4.92427928606188
Yes,3,Yes,other,2.59742013477924,Yes,ruzinov,bottom,brick,old,5.20411998265593
No,3,Yes,other,2.55087091129225,Yes,ruzinov,top,panel,refurbished,5.17609125905568
Yes,2,Yes,other,2.47500946563237,Yes,ruzinov,top,panel,refurbished,5.07918124604763
Yes,1.5,No,other,2.35135834444068,Yes,ruzinov,other,panel,partial_refurbishment,4.85672889038288
Yes,1.5,Yes,other,2.35135834444068,Yes,petrzalka,other,panel,partial_refurbishment,4.98452731334379
Yes,3,Yes,other,2.60989800921489,Yes,nove_mesto,other,brick,old,5.25527250510331
No,2,Yes,other,2.48812516602843,Yes,petrzalka,top,panel,partial_refurbishment,5.02938377768521
Yes,4,Yes,other,2.65100162379407,Yes,petrzalka,other,panel,partial_refurbishment,5.17318626841227
